"c_name","source","r_id","r_year","r_month","r_swt","r_female","p_ideology","p_interest","p_economy","d_essential","core_values","c_govern","i_trust"
"Morocco","ArabBarometer",4841,"2020","July",0.438207169025822,"Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",4860,"2020","July",0.859834323947511,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",4892,"2020","July",0.334431135856853,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",4903,"2020","July",0.776659552420834,"Female",NA,"Less than once a week","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",4909,"2020","July",0.425357196942214,"Not Female",NA,"Throughout the day","Good",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Not a lot of trust"
"Morocco","ArabBarometer",4938,"2020","July",0.316863363371526,"Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",4945,"2020","July",0.440285606971921,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",4964,"2020","July",0.320815214051106,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",4969,"2020","July",0.465539616989201,"Not Female",NA,"At least once daily","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",4971,"2020","July",0.425357196942214,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",4975,"2020","July",0.388770400302497,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",4985,"2020","July",0.351063933812374,"Not Female",NA,"At least once daily","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",4992,"2020","July",0.320815214051106,"Not Female",NA,"At least once daily","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"No trust at all"
"Morocco","ArabBarometer",5001,"2020","July",0.439092454304539,"Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"No trust at all"
"Morocco","ArabBarometer",5009,"2020","July",0.752364853819592,"Not Female",NA,"Throughout the day","Good",NA,NA,NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5029,"2020","July",0.739653454539575,"Not Female",NA,"Less than once a week","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",5049,"2020","July",0.334431135856853,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5051,"2020","July",0.425357196942214,"Not Female",NA,"Once a week","Bad",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5069,"2020","July",0.938203085410151,"Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5073,"2020","July",0.709740239758981,"Female",NA,"At least once daily","Good",NA,NA,NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5082,"2020","July",0.334431135856853,"Not Female",NA,"At least once daily","Bad",NA,NA,NA,"A great deal of trust"
"Morocco","ArabBarometer",5113,"2020","July",0.340178540500819,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5125,"2020","July",0.340178540500819,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"No trust at all"
"Morocco","ArabBarometer",5130,"2020","July",1.36973161371862,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5138,"2020","July",1.64343862680644,"Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",5141,"2020","July",0.859834323947511,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5170,"2020","July",0.410783820010323,"Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5180,"2020","July",1.18372641010612,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5191,"2020","July",2.83502202501406,"Female",NA,"I do not use the Internet","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5197,"2020","July",2.98817199777838,"Female",NA,"I do not use the Internet",NA,NA,NA,NA,"A great deal of trust"
"Morocco","ArabBarometer",5201,"2020","July",0.752364853819592,"Not Female",NA,"At least once daily","Bad",NA,"For people like me, it doesn't matter what kind of government we have",NA,"No trust at all"
"Morocco","ArabBarometer",5207,"2020","July",0.444870108499861,"Not Female",NA,"Throughout the day","Very Bad",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5208,"2020","July",0.404172187940861,"Female",NA,"Throughout the day","Bad",NA,"For people like me, it doesn't matter what kind of government we have",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5257,"2020","July",0.388880421580555,"Female",NA,"Throughout the day","Very Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",5262,"2020","July",0.910989622807244,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",5270,"2020","July",2.89818966084462,"Female",NA,"Once a week","Very Good",NA,NA,NA,"Not a lot of trust"
"Morocco","ArabBarometer",5283,"2020","July",3.00528392211403,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",5292,"2020","July",0.53521681734316,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5301,"2020","July",0.551069362462637,"Not Female",NA,"Throughout the day","Good",NA,"For people like me, it doesn't matter what kind of government we have",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5322,"2020","July",1.64790436781845,"Not Female",NA,"Throughout the day",NA,NA,"For people like me, it doesn't matter what kind of government we have",NA,NA
"Morocco","ArabBarometer",5330,"2020","July",0.371950260343975,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5349,"2020","July",0.38993713232052,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5355,"2020","July",0.862414757630641,"Not Female",NA,"Throughout the day","Very Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",5356,"2020","July",0.35211750561628,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5371,"2020","July",0.551069362462637,"Not Female",NA,"At least once daily","Bad",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5376,"2020","July",0.338241582264418,"Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5389,"2020","July",0.387716851349784,"Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5394,"2020","July",0.404172187940861,"Female",NA,"I do not use the Internet","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5403,"2020","July",0.449472578575599,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5496,"2020","July",3.42525786011882,"Female",NA,"At least once daily","Very Bad",NA,"For people like me, it doesn't matter what kind of government we have",NA,"A great deal of trust"
"Morocco","ArabBarometer",5505,"2020","July",0.371950260343975,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5507,"2020","July",0.862414757630641,"Not Female",NA,"At least once daily",NA,NA,NA,NA,"Not a lot of trust"
"Morocco","ArabBarometer",5582,"2020","July",3.00528392211403,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"No trust at all"
"Morocco","ArabBarometer",5615,"2020","August",0.910989622807244,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",5619,"2020","July",0.319144495481077,"Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5627,"2020","July",0.388880421580555,"Female",NA,"I do not use the Internet","Bad",NA,NA,NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5644,"2020","July",2.79930759314058,"Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5650,"2020","July",2.99629180342476,"Not Female",NA,"Several times a week","Good",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5665,"2020","July",0.339160691308862,"Not Female",NA,"Throughout the day","Good",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5671,"2020","July",3.43553734130432,"Female",NA,"Throughout the day","Very Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",5685,"2020","July",0.41190004919112,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5692,"2020","July",0.388880421580555,"Female",NA,"Throughout the day","Bad",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5708,"2020","July",0.371950260343975,"Not Female",NA,"At least once daily","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",5711,"2020","July",0.750325981510426,"Female",NA,"I do not use the Internet","Good",NA,"For people like me, it doesn't matter what kind of government we have",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5722,"2020","July",0.862414757630641,"Not Female",NA,"Throughout the day","Very Bad",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",5727,"2020","July",0.910989622807244,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5728,"2020","July",0.859834323947511,"Not Female",NA,"At least once daily","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5735,"2020","July",3.11075788838878,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",5754,"2020","July",0.450922197812092,"Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5797,"2020","July",0.388880421580555,"Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",5798,"2020","July",0.352597107606901,"Female",NA,"At least once daily","Bad",NA,"For people like me, it doesn't matter what kind of government we have",NA,"No trust at all"
"Morocco","ArabBarometer",5804,"2020","July",0.340178540500819,"Not Female",NA,"Once a week","Very Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5818,"2020","July",3.44487277966697,"Not Female",NA,"Throughout the day","Very Bad",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",5829,"2020","August",0.35211750561628,"Not Female",NA,"At least once daily","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5841,"2020","July",3.63890265837939,"Not Female",NA,"Throughout the day","Bad",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5855,"2020","July",0.353555225140755,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5893,"2020","July",0.439397916093924,"Not Female",NA,"Throughout the day","Good",NA,"For people like me, it doesn't matter what kind of government we have",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5898,"2020","July",0.444870108499861,"Not Female",NA,"Several times a week","Good",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5924,"2020","July",0.35836505110675,"Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5929,"2020","July",0.533766405694157,"Female",NA,"Throughout the day","Bad",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5948,"2020","July",0.428038545213623,"Not Female",NA,"At least once daily","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",5949,"2020","July",0.48625373554042,"Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",5980,"2020","July",0.428038545213623,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6014,"2020","July",0.365963660702652,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6025,"2020","July",0.733599946170107,"Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"No trust at all"
"Morocco","ArabBarometer",6033,"2020","July",0.809393195944912,"Not Female",NA,"At least once daily","Bad",NA,"For people like me, it doesn't matter what kind of government we have",NA,"No trust at all"
"Morocco","ArabBarometer",6049,"2020","July",4,"Not Female",NA,"Throughout the day","Very Bad",NA,"For people like me, it doesn't matter what kind of government we have",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6061,"2020","July",0.794741240603958,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6078,"2020","July",0.388880421580555,"Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6093,"2020","July",0.439522264861903,"Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",6106,"2020","July",0.943850181584421,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6107,"2020","July",0.38993713232052,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",6109,"2020","July",0.393560981696592,"Not Female",NA,"Throughout the day","Bad",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6110,"2020","July",3.44487277966697,"Not Female",NA,"At least once daily","Very Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6146,"2020","July",0.776439821439712,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6159,"2020","July",3.00528392211403,"Not Female",NA,"I do not use the Internet","Very Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",6179,"2020","July",0.388880421580555,"Female",NA,"Throughout the day","Good",NA,NA,NA,"Not a lot of trust"
"Morocco","ArabBarometer",6194,"2020","July",0.41190004919112,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6215,"2020","July",2.96501153395514,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",6229,"2020","July",0.487575040281362,"Not Female",NA,"Throughout the day","Very Bad",NA,"Democracy is always preferable to any other kind of government",NA,"No trust at all"
"Morocco","ArabBarometer",6240,"2020","July",0.370942293155778,"Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",6243,"2020","July",0.752364853819592,"Not Female",NA,"I do not use the Internet","Bad",NA,NA,NA,"Not a lot of trust"
"Morocco","ArabBarometer",6252,"2020","July",0.38993713232052,"Not Female",NA,"Throughout the day","Good",NA,"For people like me, it doesn't matter what kind of government we have",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6273,"2020","July",0.405270451232329,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6280,"2020","July",0.859834323947511,"Not Female",NA,"Once a week","Bad",NA,NA,NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6283,"2020","July",0.319144495481077,"Female",NA,"Several times a week","Bad",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"A great deal of trust"
"Morocco","ArabBarometer",6292,"2020","July",0.371950260343975,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6294,"2020","July",0.330218111085778,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6308,"2020","July",0.370942293155778,"Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6316,"2020","July",0.41190004919112,"Not Female",NA,"Less than once a week","Very Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6321,"2020","July",0.860077655412984,"Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6356,"2020","July",0.33925667313437,"Female",NA,"At least once daily","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6358,"2020","July",0.340178540500819,"Not Female",NA,"I do not use the Internet","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6362,"2020","July",0.487575040281362,"Not Female",NA,"Throughout the day","Bad",NA,NA,NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6383,"2020","July",3.44487277966697,"Not Female",NA,"At least once daily","Very Good",NA,NA,NA,"A great deal of trust"
"Morocco","ArabBarometer",6402,"2020","July",0.752364853819592,"Not Female",NA,"Once a week","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6436,"2020","July",0.405270451232329,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"No trust at all"
"Morocco","ArabBarometer",6438,"2020","July",0.862414757630641,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",6442,"2020","July",1.02962298964436,"Not Female",NA,"Throughout the day",NA,NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6461,"2020","July",0.910989622807244,"Not Female",NA,"Throughout the day","Good",NA,"For people like me, it doesn't matter what kind of government we have",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6478,"2020","July",0.388770400302497,"Not Female",NA,"At least once daily","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6487,"2020","July",0.38993713232052,"Not Female",NA,"I do not use the Internet","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6518,"2020","July",2.99713974826158,"Female",NA,"Throughout the day","Very Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",6526,"2020","July",0.896327097382197,"Not Female",NA,"Throughout the day","Bad",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6546,"2020","July",0.316773717016829,"Not Female",NA,"At least once daily","Bad",NA,NA,NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6548,"2020","July",0.48625373554042,"Female",NA,"Throughout the day","Very Bad",NA,"Democracy is always preferable to any other kind of government",NA,"No trust at all"
"Morocco","ArabBarometer",6553,"2020","July",0.860077655412984,"Female",NA,"I do not use the Internet","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",6572,"2020","July",0.33925667313437,"Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6598,"2020","July",0.781949751705565,"Not Female",NA,"Throughout the day","Very Bad",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6644,"2020","July",0.464278027177981,"Female",NA,"Throughout the day","Good",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6649,"2020","July",0.981242380290606,"Female",NA,"At least once daily","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6650,"2020","July",0.456805397185983,"Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6662,"2020","July",0.74808092897754,"Female",NA,"Throughout the day","Good",NA,NA,NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6679,"2020","July",0.779830705756226,"Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,NA
"Morocco","ArabBarometer",6689,"2020","July",0.329323236000558,"Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"No trust at all"
"Morocco","ArabBarometer",6702,"2020","July",0.940752479058183,"Not Female",NA,"Throughout the day","Good",NA,NA,NA,"A great deal of trust"
"Morocco","ArabBarometer",6706,"2020","July",0.74808092897754,"Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"No trust at all"
"Morocco","ArabBarometer",6708,"2020","July",0.776439821439712,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"No trust at all"
"Morocco","ArabBarometer",6732,"2020","July",0.938203085410151,"Female",NA,"At least once daily","Bad",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"No trust at all"
"Morocco","ArabBarometer",6745,"2020","July",0.338980794429828,"Female",NA,"At least once daily",NA,NA,"Under some circumstances, a non-democratic government can be preferable",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6750,"2020","August",0.351063933812374,"Not Female",NA,"Several times a week","Very Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6758,"2020","July",0.35933884196203,"Not Female",NA,"Throughout the day","Good",NA,NA,NA,NA
"Morocco","ArabBarometer",6759,"2020","July",0.444870108499861,"Not Female",NA,"Throughout the day","Very Bad",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"No trust at all"
"Morocco","ArabBarometer",6810,"2020","July",3.77016252314231,"Not Female",NA,"I do not use the Internet","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6816,"2020","July",3.98364114683401,"Female",NA,"Throughout the day","Bad",NA,"For people like me, it doesn't matter what kind of government we have",NA,"No trust at all"
"Morocco","ArabBarometer",6845,"2020","July",0.364971916909492,"Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",6875,"2020","July",3.93017438000483,"Not Female",NA,"Once a week","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
"Morocco","ArabBarometer",6882,"2020","July",0.35933884196203,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6895,"2020","July",0.35933884196203,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6900,"2020","July",0.452147495623126,"Not Female",NA,"Throughout the day","Good",NA,"For people like me, it doesn't matter what kind of government we have",NA,"A great deal of trust"
"Morocco","ArabBarometer",6906,"2020","July",0.707762354301123,"Not Female",NA,"I do not use the Internet","Very Good",NA,"For people like me, it doesn't matter what kind of government we have",NA,"A great deal of trust"
"Morocco","ArabBarometer",6981,"2020","July",0.370942293155778,"Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6988,"2020","July",2.98635695850447,"Not Female",NA,"At least once daily","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",6994,"2020","July",0.439397916093924,"Not Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",7143,"2020","July",0.74228276832771,"Not Female",NA,"At least once daily","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",7164,"2020","July",0.444870108499861,"Not Female",NA,"Throughout the day","Very Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",7182,"2020","July",1.18372641010612,"Not Female",NA,"Throughout the day","Very Good",NA,"Under some circumstances, a non-democratic government can be preferable",NA,"A great deal of trust"
"Morocco","ArabBarometer",7233,"2020","July",0.371950260343975,"Not Female",NA,"Throughout the day","Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",7253,"2020","July",0.444870108499861,"Not Female",NA,"Throughout the day","Very Bad",NA,"Democracy is always preferable to any other kind of government",NA,"No trust at all"
"Morocco","ArabBarometer",7268,"2020","July",1.00000395071531,"Not Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",7269,"2020","July",0.464278027177981,"Female",NA,"Throughout the day",NA,NA,"For people like me, it doesn't matter what kind of government we have",NA,"Quite a lot of trust"
"Morocco","ArabBarometer",7296,"2020","July",0.53521681734316,"Not Female",NA,"Throughout the day","Very Bad",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",7337,"2020","July",1.01030572173028,"Female",NA,"Throughout the day","Good",NA,"Democracy is always preferable to any other kind of government",NA,"Not a lot of trust"
"Morocco","ArabBarometer",7338,"2020","July",0.439092454304539,"Female",NA,"At least once daily","Good",NA,"Democracy is always preferable to any other kind of government",NA,"A great deal of trust"
